STATION,STATION_NAME,DATE,HPCP
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130602 18:00,30
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130602 21:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130602 22:00,2
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130603 00:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130603 01:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130603 04:00,7
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130603 05:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130603 07:00,2
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130603 08:00,1
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130603 14:00,4
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130603 15:00,5
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130603 16:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 11:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 12:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 13:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 14:00,1
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 17:00,10
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 18:00,7
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 19:00,14
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 20:00,2
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 21:00,2
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 22:00,10
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130606 23:00,15
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130607 00:00,5
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130607 01:00,2
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130607 02:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130607 06:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130607 07:00,1
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130607 08:00,5
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130607 09:00,7
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130607 10:00,7
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130607 11:00,12
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130607 12:00,13
