"timekey","glare","glarepotential","traffic_timestamp","tmc_crossing","avg"
"542","f","TruePM","2013-10-04 18:10:00","Key","20.5"
"542","f","TruePM","2013-10-04 18:10:00","Memorial","35"
"542","f","TruePM","2013-10-04 18:10:00","Roosevelt","39"
"543","f","TruePM","2013-10-04 18:20:00","14th_HOV","45.5"
"543","f","TruePM","2013-10-04 18:20:00","14th_Main","29.125"
"543","f","TruePM","2013-10-04 18:20:00","Chain","28"
"543","f","TruePM","2013-10-04 18:20:00","Key","20.5"
"543","f","TruePM","2013-10-04 18:20:00","Memorial","35"
"543","f","TruePM","2013-10-04 18:20:00","Roosevelt","39"
"544","f","TruePM","2013-10-04 18:30:00","14th_HOV","45.5"
"544","f","TruePM","2013-10-04 18:30:00","14th_Main","29.125"
"544","f","TruePM","2013-10-04 18:30:00","Chain","28"
"544","f","TruePM","2013-10-04 18:30:00","Key","20.5"
"544","f","TruePM","2013-10-04 18:30:00","Memorial","35"
"544","f","TruePM","2013-10-04 18:30:00","Roosevelt","39"
"545","f","TruePM","2013-10-04 18:40:00","14th_HOV","45.5"
"545","f","TruePM","2013-10-04 18:40:00","14th_Main","29.125"
"545","f","TruePM","2013-10-04 18:40:00","Chain","28"
"545","f","TruePM","2013-10-04 18:40:00","Key","20.5"
"545","f","TruePM","2013-10-04 18:40:00","Memorial","35"
"545","f","TruePM","2013-10-04 18:40:00","Roosevelt","39"
"908","f","TrueAM","2013-10-07 07:10:00","14th_HOV","46.5"
"908","f","TrueAM","2013-10-07 07:10:00","14th_Main","39.5"
"908","f","TrueAM","2013-10-07 07:10:00","Chain","30"
"908","f","TrueAM","2013-10-07 07:10:00","Key","27.5"
"908","f","TrueAM","2013-10-07 07:10:00","Memorial","38"
"908","f","TrueAM","2013-10-07 07:10:00","Roosevelt","42.5"
"909","f","TrueAM","2013-10-07 07:20:00","14th_HOV","46.5"
"909","f","TrueAM","2013-10-07 07:20:00","14th_Main","39.5"
"909","f","TrueAM","2013-10-07 07:20:00","Chain","30"
"909","f","TrueAM","2013-10-07 07:20:00","Key","27.5"
"909","f","TrueAM","2013-10-07 07:20:00","Memorial","38"
"909","f","TrueAM","2013-10-07 07:20:00","Roosevelt","42.5"
"910","f","TrueAM","2013-10-07 07:30:00","14th_HOV","46.5"
"910","f","TrueAM","2013-10-07 07:30:00","14th_Main","39.5"
"910","f","TrueAM","2013-10-07 07:30:00","Chain","30"
"910","f","TrueAM","2013-10-07 07:30:00","Key","27.5"
"910","f","TrueAM","2013-10-07 07:30:00","Memorial","38"
"910","f","TrueAM","2013-10-07 07:30:00","Roosevelt","42.5"
"911","f","TrueAM","2013-10-07 07:40:00","14th_HOV","46.5"
"911","f","TrueAM","2013-10-07 07:40:00","14th_Main","39.5"
"911","f","TrueAM","2013-10-07 07:40:00","Chain","30"
"911","f","TrueAM","2013-10-07 07:40:00","Key","27.5"
"911","f","TrueAM","2013-10-07 07:40:00","Memorial","38"
"911","f","TrueAM","2013-10-07 07:40:00","Roosevelt","42.5"
"912","f","TrueAM","2013-10-07 07:50:00","14th_HOV","46.5"
"912","f","TrueAM","2013-10-07 07:50:00","14th_Main","39.5"
"912","f","TrueAM","2013-10-07 07:50:00","Chain","30"
"912","f","TrueAM","2013-10-07 07:50:00","Key","27.5"
"912","f","TrueAM","2013-10-07 07:50:00","Memorial","38"
"912","f","TrueAM","2013-10-07 07:50:00","Roosevelt","42.5"
"913","f","TrueAM","2013-10-07 08:00:00","14th_HOV","43"
"913","f","TrueAM","2013-10-07 08:00:00","14th_Main","33.625"
"913","f","TrueAM","2013-10-07 08:00:00","Chain","25"
"913","f","TrueAM","2013-10-07 08:00:00","Key","22"
"913","f","TrueAM","2013-10-07 08:00:00","Memorial","37"
"913","f","TrueAM","2013-10-07 08:00:00","Roosevelt","34.5"
"914","f","TrueAM","2013-10-07 08:10:00","14th_HOV","43"
"914","f","TrueAM","2013-10-07 08:10:00","14th_Main","33.625"
"914","f","TrueAM","2013-10-07 08:10:00","Chain","25"
"914","f","TrueAM","2013-10-07 08:10:00","Key","22"
"914","f","TrueAM","2013-10-07 08:10:00","Memorial","37"
"914","f","TrueAM","2013-10-07 08:10:00","Roosevelt","34.5"
"915","f","TrueAM","2013-10-07 08:20:00","14th_HOV","43"
"915","f","TrueAM","2013-10-07 08:20:00","14th_Main","33.625"
"915","f","TrueAM","2013-10-07 08:20:00","Chain","25"
"915","f","TrueAM","2013-10-07 08:20:00","Key","22"
"915","f","TrueAM","2013-10-07 08:20:00","Memorial","37"
"915","f","TrueAM","2013-10-07 08:20:00","Roosevelt","34.5"
"916","f","TrueAM","2013-10-07 08:30:00","14th_HOV","43"
"916","f","TrueAM","2013-10-07 08:30:00","14th_Main","33.625"
"916","f","TrueAM","2013-10-07 08:30:00","Chain","25"
"916","f","TrueAM","2013-10-07 08:30:00","Key","22"
"916","f","TrueAM","2013-10-07 08:30:00","Memorial","37"
"916","f","TrueAM","2013-10-07 08:30:00","Roosevelt","34.5"
"969","f","TruePM","2013-10-07 17:20:00","14th_HOV","52.5"
"969","f","TruePM","2013-10-07 17:20:00","14th_Main","36"
"969","f","TruePM","2013-10-07 17:20:00","Chain","29.3333333333333"
"969","f","TruePM","2013-10-07 17:20:00","Key","26.5"
"969","f","TruePM","2013-10-07 17:20:00","Memorial","36"
"969","f","TruePM","2013-10-07 17:20:00","Roosevelt","40.25"
"970","f","TruePM","2013-10-07 17:30:00","14th_HOV","52.5"
"970","f","TruePM","2013-10-07 17:30:00","14th_Main","36"
"970","f","TruePM","2013-10-07 17:30:00","Chain","29.3333333333333"
"970","f","TruePM","2013-10-07 17:30:00","Key","26.5"
"970","f","TruePM","2013-10-07 17:30:00","Memorial","36"
"970","f","TruePM","2013-10-07 17:30:00","Roosevelt","40.25"
"971","f","TruePM","2013-10-07 17:40:00","14th_HOV","52.5"
"971","f","TruePM","2013-10-07 17:40:00","14th_Main","36"
"971","f","TruePM","2013-10-07 17:40:00","Chain","29.3333333333333"
"971","f","TruePM","2013-10-07 17:40:00","Key","26.5"
"971","f","TruePM","2013-10-07 17:40:00","Memorial","36"
"971","f","TruePM","2013-10-07 17:40:00","Roosevelt","40.25"
"972","f","TruePM","2013-10-07 17:50:00","14th_HOV","52.5"
"972","f","TruePM","2013-10-07 17:50:00","14th_Main","36"
"972","f","TruePM","2013-10-07 17:50:00","Chain","29.3333333333333"
"972","f","TruePM","2013-10-07 17:50:00","Key","26.5"
"972","f","TruePM","2013-10-07 17:50:00","Memorial","36"
"972","f","TruePM","2013-10-07 17:50:00","Roosevelt","40.25"
"973","f","TruePM","2013-10-07 18:00:00","14th_HOV","50.25"
"973","f","TruePM","2013-10-07 18:00:00","14th_Main","34.875"
"973","f","TruePM","2013-10-07 18:00:00","Chain","28.3333333333333"
"973","f","TruePM","2013-10-07 18:00:00","Key","22"
"973","f","TruePM","2013-10-07 18:00:00","Memorial","36"
"973","f","TruePM","2013-10-07 18:00:00","Roosevelt","38.5"
"974","f","TruePM","2013-10-07 18:10:00","14th_HOV","50.25"
"974","f","TruePM","2013-10-07 18:10:00","14th_Main","34.875"
"974","f","TruePM","2013-10-07 18:10:00","Chain","28.3333333333333"
"974","f","TruePM","2013-10-07 18:10:00","Key","22"
"974","f","TruePM","2013-10-07 18:10:00","Memorial","36"
"974","f","TruePM","2013-10-07 18:10:00","Roosevelt","38.5"
"975","f","TruePM","2013-10-07 18:20:00","14th_HOV","50.25"
"975","f","TruePM","2013-10-07 18:20:00","14th_Main","34.875"
"975","f","TruePM","2013-10-07 18:20:00","Chain","28.3333333333333"
"975","f","TruePM","2013-10-07 18:20:00","Key","22"
"975","f","TruePM","2013-10-07 18:20:00","Memorial","36"
"975","f","TruePM","2013-10-07 18:20:00","Roosevelt","38.5"
"976","f","TruePM","2013-10-07 18:30:00","14th_HOV","50.25"
"976","f","TruePM","2013-10-07 18:30:00","14th_Main","34.875"
"976","f","TruePM","2013-10-07 18:30:00","Chain","28.3333333333333"
"976","f","TruePM","2013-10-07 18:30:00","Key","22"
"976","f","TruePM","2013-10-07 18:30:00","Memorial","36"
"976","f","TruePM","2013-10-07 18:30:00","Roosevelt","38.5"
"977","f","TruePM","2013-10-07 18:40:00","14th_HOV","50.25"
"977","f","TruePM","2013-10-07 18:40:00","14th_Main","34.875"
"977","f","TruePM","2013-10-07 18:40:00","Chain","28.3333333333333"
"977","f","TruePM","2013-10-07 18:40:00","Key","22"
"977","f","TruePM","2013-10-07 18:40:00","Memorial","36"
"977","f","TruePM","2013-10-07 18:40:00","Roosevelt","38.5"
"1053","f","TrueAM","2013-10-08 07:20:00","14th_HOV","44"
"1053","f","TrueAM","2013-10-08 07:20:00","14th_Main","38.125"
"1053","f","TrueAM","2013-10-08 07:20:00","Chain","30.3333333333333"
"1053","f","TrueAM","2013-10-08 07:20:00","Key","28"
"1053","f","TrueAM","2013-10-08 07:20:00","Memorial","36.5"
"1053","f","TrueAM","2013-10-08 07:20:00","Roosevelt","40.75"
"1054","f","TrueAM","2013-10-08 07:30:00","14th_HOV","44"
"1054","f","TrueAM","2013-10-08 07:30:00","14th_Main","38.125"
"1054","f","TrueAM","2013-10-08 07:30:00","Chain","30.3333333333333"
"1054","f","TrueAM","2013-10-08 07:30:00","Key","28"
"1054","f","TrueAM","2013-10-08 07:30:00","Memorial","36.5"
"1054","f","TrueAM","2013-10-08 07:30:00","Roosevelt","40.75"
"1055","f","TrueAM","2013-10-08 07:40:00","14th_HOV","44"
"1055","f","TrueAM","2013-10-08 07:40:00","14th_Main","38.125"
"1055","f","TrueAM","2013-10-08 07:40:00","Chain","30.3333333333333"
"1055","f","TrueAM","2013-10-08 07:40:00","Key","28"
"1055","f","TrueAM","2013-10-08 07:40:00","Memorial","36.5"
"1055","f","TrueAM","2013-10-08 07:40:00","Roosevelt","40.75"
"1056","f","TrueAM","2013-10-08 07:50:00","14th_HOV","44"
"1056","f","TrueAM","2013-10-08 07:50:00","14th_Main","38.125"
"1056","f","TrueAM","2013-10-08 07:50:00","Chain","30.3333333333333"
"1056","f","TrueAM","2013-10-08 07:50:00","Key","28"
"1056","f","TrueAM","2013-10-08 07:50:00","Memorial","36.5"
"1056","f","TrueAM","2013-10-08 07:50:00","Roosevelt","40.75"
"1057","f","TrueAM","2013-10-08 08:00:00","14th_HOV","40"
"1057","f","TrueAM","2013-10-08 08:00:00","14th_Main","33"
"1057","f","TrueAM","2013-10-08 08:00:00","Chain","25"
"1057","f","TrueAM","2013-10-08 08:00:00","Key","21.5"
"1057","f","TrueAM","2013-10-08 08:00:00","Memorial","36"
"1057","f","TrueAM","2013-10-08 08:00:00","Roosevelt","34"
"1058","f","TrueAM","2013-10-08 08:10:00","14th_HOV","40"
"1058","f","TrueAM","2013-10-08 08:10:00","14th_Main","33"
"1058","f","TrueAM","2013-10-08 08:10:00","Chain","25"
"1058","f","TrueAM","2013-10-08 08:10:00","Key","21.5"
"1058","f","TrueAM","2013-10-08 08:10:00","Memorial","36"
"1058","f","TrueAM","2013-10-08 08:10:00","Roosevelt","34"
"1059","f","TrueAM","2013-10-08 08:20:00","14th_HOV","40"
"1059","f","TrueAM","2013-10-08 08:20:00","14th_Main","33"
"1059","f","TrueAM","2013-10-08 08:20:00","Chain","25"
"1059","f","TrueAM","2013-10-08 08:20:00","Key","21.5"
"1059","f","TrueAM","2013-10-08 08:20:00","Memorial","36"
"1059","f","TrueAM","2013-10-08 08:20:00","Roosevelt","34"
"1060","f","TrueAM","2013-10-08 08:30:00","14th_HOV","40"
"1060","f","TrueAM","2013-10-08 08:30:00","14th_Main","33"
"1060","f","TrueAM","2013-10-08 08:30:00","Chain","25"
"1060","f","TrueAM","2013-10-08 08:30:00","Key","21.5"
"1060","f","TrueAM","2013-10-08 08:30:00","Memorial","36"
"1060","f","TrueAM","2013-10-08 08:30:00","Roosevelt","34"
"1061","f","TrueAM","2013-10-08 08:40:00","14th_HOV","40"
"1061","f","TrueAM","2013-10-08 08:40:00","14th_Main","33"
"1061","f","TrueAM","2013-10-08 08:40:00","Chain","25"
"1061","f","TrueAM","2013-10-08 08:40:00","Key","21.5"
"1061","f","TrueAM","2013-10-08 08:40:00","Memorial","36"
"1061","f","TrueAM","2013-10-08 08:40:00","Roosevelt","34"
"1112","f","TruePM","2013-10-08 17:10:00","14th_HOV","48.75"
"1112","f","TruePM","2013-10-08 17:10:00","14th_Main","31.625"
"1112","f","TruePM","2013-10-08 17:10:00","Chain","30.3333333333333"
"1112","f","TruePM","2013-10-08 17:10:00","Key","25"
"1112","f","TruePM","2013-10-08 17:10:00","Memorial","35.5"
"1112","f","TruePM","2013-10-08 17:10:00","Roosevelt","40.5"
"1113","f","TruePM","2013-10-08 17:20:00","14th_HOV","48.75"
"1113","f","TruePM","2013-10-08 17:20:00","14th_Main","31.625"
"1113","f","TruePM","2013-10-08 17:20:00","Chain","30.3333333333333"
"1113","f","TruePM","2013-10-08 17:20:00","Key","25"
"1113","f","TruePM","2013-10-08 17:20:00","Memorial","35.5"
"1113","f","TruePM","2013-10-08 17:20:00","Roosevelt","40.5"
"1114","f","TruePM","2013-10-08 17:30:00","14th_HOV","48.75"
"1114","f","TruePM","2013-10-08 17:30:00","14th_Main","31.625"
"1114","f","TruePM","2013-10-08 17:30:00","Chain","30.3333333333333"
"1114","f","TruePM","2013-10-08 17:30:00","Key","25"
"1114","f","TruePM","2013-10-08 17:30:00","Memorial","35.5"
"1114","f","TruePM","2013-10-08 17:30:00","Roosevelt","40.5"
"1115","f","TruePM","2013-10-08 17:40:00","14th_HOV","48.75"
"1115","f","TruePM","2013-10-08 17:40:00","14th_Main","31.625"
"1115","f","TruePM","2013-10-08 17:40:00","Chain","30.3333333333333"
"1115","f","TruePM","2013-10-08 17:40:00","Key","25"
"1115","f","TruePM","2013-10-08 17:40:00","Memorial","35.5"
"1115","f","TruePM","2013-10-08 17:40:00","Roosevelt","40.5"
"1116","f","TruePM","2013-10-08 17:50:00","14th_HOV","48.75"
"1116","f","TruePM","2013-10-08 17:50:00","14th_Main","31.625"
"1116","f","TruePM","2013-10-08 17:50:00","Chain","30.3333333333333"
"1116","f","TruePM","2013-10-08 17:50:00","Key","25"
"1116","f","TruePM","2013-10-08 17:50:00","Memorial","35.5"
"1116","f","TruePM","2013-10-08 17:50:00","Roosevelt","40.5"
"1117","f","TruePM","2013-10-08 18:00:00","14th_HOV","45.5"
"1117","f","TruePM","2013-10-08 18:00:00","14th_Main","29.75"
"1117","f","TruePM","2013-10-08 18:00:00","Chain","28.3333333333333"
"1117","f","TruePM","2013-10-08 18:00:00","Key","20.5"
"1117","f","TruePM","2013-10-08 18:00:00","Memorial","35"
"1117","f","TruePM","2013-10-08 18:00:00","Roosevelt","37.5"
"1118","f","TruePM","2013-10-08 18:10:00","14th_HOV","45.5"
"1118","f","TruePM","2013-10-08 18:10:00","14th_Main","29.75"
"1118","f","TruePM","2013-10-08 18:10:00","Chain","28.3333333333333"
"1118","f","TruePM","2013-10-08 18:10:00","Key","20.5"
"1118","f","TruePM","2013-10-08 18:10:00","Memorial","35"
"1118","f","TruePM","2013-10-08 18:10:00","Roosevelt","37.5"
"1119","f","TruePM","2013-10-08 18:20:00","14th_HOV","45.5"
"1119","f","TruePM","2013-10-08 18:20:00","14th_Main","29.75"
"1119","f","TruePM","2013-10-08 18:20:00","Chain","28.3333333333333"
"1119","f","TruePM","2013-10-08 18:20:00","Key","20.5"
"1119","f","TruePM","2013-10-08 18:20:00","Memorial","35"
"1119","f","TruePM","2013-10-08 18:20:00","Roosevelt","37.5"
"1120","f","TruePM","2013-10-08 18:30:00","14th_HOV","45.5"
"1120","f","TruePM","2013-10-08 18:30:00","14th_Main","29.75"
"1120","f","TruePM","2013-10-08 18:30:00","Chain","28.3333333333333"
"1120","f","TruePM","2013-10-08 18:30:00","Key","20.5"
"1120","f","TruePM","2013-10-08 18:30:00","Memorial","35"
"1120","f","TruePM","2013-10-08 18:30:00","Roosevelt","37.5"
"1197","f","TrueAM","2013-10-09 07:20:00","14th_HOV","44"
"1197","f","TrueAM","2013-10-09 07:20:00","14th_Main","37.875"
"1197","f","TrueAM","2013-10-09 07:20:00","Chain","30.6666666666667"
"1197","f","TrueAM","2013-10-09 07:20:00","Key","28"
"1197","f","TrueAM","2013-10-09 07:20:00","Memorial","37.5"
"1197","f","TrueAM","2013-10-09 07:20:00","Roosevelt","41"
"1198","f","TrueAM","2013-10-09 07:30:00","14th_HOV","44"
"1198","f","TrueAM","2013-10-09 07:30:00","14th_Main","37.875"
"1198","f","TrueAM","2013-10-09 07:30:00","Chain","30.6666666666667"
"1198","f","TrueAM","2013-10-09 07:30:00","Key","28"
"1198","f","TrueAM","2013-10-09 07:30:00","Memorial","37.5"
"1198","f","TrueAM","2013-10-09 07:30:00","Roosevelt","41"
"1199","f","TrueAM","2013-10-09 07:40:00","14th_HOV","44"
"1199","f","TrueAM","2013-10-09 07:40:00","14th_Main","37.875"
"1199","f","TrueAM","2013-10-09 07:40:00","Chain","30.6666666666667"
"1199","f","TrueAM","2013-10-09 07:40:00","Key","28"
"1199","f","TrueAM","2013-10-09 07:40:00","Memorial","37.5"
"1199","f","TrueAM","2013-10-09 07:40:00","Roosevelt","41"
"1200","f","TrueAM","2013-10-09 07:50:00","14th_HOV","44"
"1200","f","TrueAM","2013-10-09 07:50:00","14th_Main","37.875"
"1200","f","TrueAM","2013-10-09 07:50:00","Chain","30.6666666666667"
"1200","f","TrueAM","2013-10-09 07:50:00","Key","28"
"1200","f","TrueAM","2013-10-09 07:50:00","Memorial","37.5"
"1200","f","TrueAM","2013-10-09 07:50:00","Roosevelt","41"
"1201","f","TrueAM","2013-10-09 08:00:00","14th_HOV","39.75"
"1201","f","TrueAM","2013-10-09 08:00:00","14th_Main","32.25"
"1201","f","TrueAM","2013-10-09 08:00:00","Chain","26.3333333333333"
"1201","f","TrueAM","2013-10-09 08:00:00","Key","21.5"
"1201","f","TrueAM","2013-10-09 08:00:00","Memorial","36"
"1201","f","TrueAM","2013-10-09 08:00:00","Roosevelt","33.25"
"1202","f","TrueAM","2013-10-09 08:10:00","14th_HOV","39.75"
"1202","f","TrueAM","2013-10-09 08:10:00","14th_Main","32.25"
"1202","f","TrueAM","2013-10-09 08:10:00","Chain","26.3333333333333"
"1202","f","TrueAM","2013-10-09 08:10:00","Key","21.5"
"1202","f","TrueAM","2013-10-09 08:10:00","Memorial","36"
"1202","f","TrueAM","2013-10-09 08:10:00","Roosevelt","33.25"
"1203","f","TrueAM","2013-10-09 08:20:00","14th_HOV","39.75"
"1203","f","TrueAM","2013-10-09 08:20:00","14th_Main","32.25"
"1203","f","TrueAM","2013-10-09 08:20:00","Chain","26.3333333333333"
"1203","f","TrueAM","2013-10-09 08:20:00","Key","21.5"
"1203","f","TrueAM","2013-10-09 08:20:00","Memorial","36"
"1203","f","TrueAM","2013-10-09 08:20:00","Roosevelt","33.25"
"1204","f","TrueAM","2013-10-09 08:30:00","14th_HOV","39.75"
"1204","f","TrueAM","2013-10-09 08:30:00","14th_Main","32.25"
"1204","f","TrueAM","2013-10-09 08:30:00","Chain","26.3333333333333"
"1204","f","TrueAM","2013-10-09 08:30:00","Key","21.5"
"1204","f","TrueAM","2013-10-09 08:30:00","Memorial","36"
"1204","f","TrueAM","2013-10-09 08:30:00","Roosevelt","33.25"
"1205","f","TrueAM","2013-10-09 08:40:00","14th_HOV","39.75"
"1205","f","TrueAM","2013-10-09 08:40:00","14th_Main","32.25"
"1205","f","TrueAM","2013-10-09 08:40:00","Chain","26.3333333333333"
"1205","f","TrueAM","2013-10-09 08:40:00","Key","21.5"
"1205","f","TrueAM","2013-10-09 08:40:00","Memorial","36"
"1205","f","TrueAM","2013-10-09 08:40:00","Roosevelt","33.25"
"1256","f","TruePM","2013-10-09 17:10:00","14th_HOV","47.25"
"1256","f","TruePM","2013-10-09 17:10:00","14th_Main","28.75"
"1256","f","TruePM","2013-10-09 17:10:00","Chain","30.3333333333333"
"1256","f","TruePM","2013-10-09 17:10:00","Key","24"
"1256","f","TruePM","2013-10-09 17:10:00","Memorial","35.5"
"1256","f","TruePM","2013-10-09 17:10:00","Roosevelt","40.25"
"1257","f","TruePM","2013-10-09 17:20:00","14th_HOV","47.25"
"1257","f","TruePM","2013-10-09 17:20:00","14th_Main","28.75"
"1257","f","TruePM","2013-10-09 17:20:00","Chain","30.3333333333333"
"1257","f","TruePM","2013-10-09 17:20:00","Key","24"
"1257","f","TruePM","2013-10-09 17:20:00","Memorial","35.5"
"1257","f","TruePM","2013-10-09 17:20:00","Roosevelt","40.25"
"1258","f","TruePM","2013-10-09 17:30:00","14th_HOV","47.25"
"1258","f","TruePM","2013-10-09 17:30:00","14th_Main","28.75"
"1258","f","TruePM","2013-10-09 17:30:00","Chain","30.3333333333333"
"1258","f","TruePM","2013-10-09 17:30:00","Key","24"
"1258","f","TruePM","2013-10-09 17:30:00","Memorial","35.5"
"1258","f","TruePM","2013-10-09 17:30:00","Roosevelt","40.25"
"1259","f","TruePM","2013-10-09 17:40:00","14th_HOV","47.25"
"1259","f","TruePM","2013-10-09 17:40:00","14th_Main","28.75"
"1259","f","TruePM","2013-10-09 17:40:00","Chain","30.3333333333333"
"1259","f","TruePM","2013-10-09 17:40:00","Key","24"
"1259","f","TruePM","2013-10-09 17:40:00","Memorial","35.5"
"1259","f","TruePM","2013-10-09 17:40:00","Roosevelt","40.25"
"1260","f","TruePM","2013-10-09 17:50:00","14th_HOV","47.25"
"1260","f","TruePM","2013-10-09 17:50:00","14th_Main","28.75"
"1260","f","TruePM","2013-10-09 17:50:00","Chain","30.3333333333333"
"1260","f","TruePM","2013-10-09 17:50:00","Key","24"
"1260","f","TruePM","2013-10-09 17:50:00","Memorial","35.5"
"1260","f","TruePM","2013-10-09 17:50:00","Roosevelt","40.25"
"1261","f","TruePM","2013-10-09 18:00:00","14th_HOV","44.25"
"1261","f","TruePM","2013-10-09 18:00:00","14th_Main","27.25"
"1261","f","TruePM","2013-10-09 18:00:00","Chain","27.3333333333333"
"1261","f","TruePM","2013-10-09 18:00:00","Key","20.5"
"1261","f","TruePM","2013-10-09 18:00:00","Memorial","35"
"1261","f","TruePM","2013-10-09 18:00:00","Roosevelt","37.5"
"1262","f","TruePM","2013-10-09 18:10:00","14th_HOV","44.25"
"1262","f","TruePM","2013-10-09 18:10:00","14th_Main","27.25"
"1262","f","TruePM","2013-10-09 18:10:00","Chain","27.3333333333333"
"1262","f","TruePM","2013-10-09 18:10:00","Key","20.5"
"1262","f","TruePM","2013-10-09 18:10:00","Memorial","35"
"1262","f","TruePM","2013-10-09 18:10:00","Roosevelt","37.5"
"1263","f","TruePM","2013-10-09 18:20:00","14th_HOV","44.25"
"1263","f","TruePM","2013-10-09 18:20:00","14th_Main","27.25"
"1263","f","TruePM","2013-10-09 18:20:00","Chain","27.3333333333333"
"1263","f","TruePM","2013-10-09 18:20:00","Key","20.5"
"1263","f","TruePM","2013-10-09 18:20:00","Memorial","35"
"1263","f","TruePM","2013-10-09 18:20:00","Roosevelt","37.5"
"1264","f","TruePM","2013-10-09 18:30:00","14th_HOV","44.25"
"1264","f","TruePM","2013-10-09 18:30:00","14th_Main","27.25"
"1264","f","TruePM","2013-10-09 18:30:00","Chain","27.3333333333333"
"1264","f","TruePM","2013-10-09 18:30:00","Key","20.5"
"1264","f","TruePM","2013-10-09 18:30:00","Memorial","35"
"1264","f","TruePM","2013-10-09 18:30:00","Roosevelt","37.5"
"1341","f","TrueAM","2013-10-10 07:20:00","14th_HOV","45.5"
"1341","f","TrueAM","2013-10-10 07:20:00","14th_Main","37.875"
