Standardized Location,Location,Type,Start Time,Date,Time,Bucket Time,End Time,Duration (minutes),Latitude,Longitude,MM Matches,In/Out
14th St. Bridge,I-395 north,Traffic Congestion,5/7/14 7:57,5/7/14,7:57:00 AM,8:00:00 AM,5/7/14 10:21,163,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/26/14 8:30,6/26/14,8:30:00 AM,8:30:00 AM,6/26/14 10:11,114,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/7/14 13:25,5/7/14,1:25:00 AM,1:30:00 AM,5/7/14 13:47,25,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/3/14 16:50,4/3/14,4:50:00 AM,4:50:00 AM,4/3/14 17:03,15,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/13/14 8:13,5/13/14,8:13:00 AM,8:10:00 AM,5/13/14 10:13,136,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/7/14 18:44,5/7/14,6:44:00 AM,6:40:00 AM,5/7/14 19:05,24,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/26/14 16:20,6/26/14,4:20:00 AM,4:20:00 AM,6/26/14 18:23,139,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/8/14 7:53,5/8/14,7:53:00 AM,7:50:00 AM,5/8/14 10:25,172,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/3/14 6:27,4/3/14,6:27:00 AM,6:30:00 AM,4/3/14 10:19,263,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/8/14 14:25,5/8/14,2:25:00 AM,2:30:00 AM,5/8/14 18:37,286,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/27/14 13:41,6/27/14,1:41:00 AM,1:40:00 AM,6/27/14 15:27,120,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/27/14 15:51,6/27/14,3:51:00 AM,3:50:00 AM,6/27/14 16:23,36,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/2/14 15:56,4/2/14,3:56:00 AM,4:00:00 AM,4/2/14 17:48,127,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/2/14 8:04,4/2/14,8:04:00 AM,8:00:00 AM,4/2/14 10:07,139,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/10/14 7:18,4/10/14,7:18:00 AM,7:20:00 AM,4/10/14 10:07,192,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/9/14 8:27,5/9/14,8:27:00 AM,8:30:00 AM,5/9/14 10:10,117,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/9/14 14:52,5/9/14,2:52:00 AM,2:50:00 AM,5/9/14 18:00,213,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/1/14 7:32,4/1/14,7:32:00 AM,7:30:00 AM,4/1/14 10:28,199,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/30/14 17:40,6/30/14,5:40:00 AM,5:40:00 AM,6/30/14 19:36,131,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,7/2/14 7:45,7/2/14,7:45:00 AM,7:50:00 AM,7/2/14 8:03,20,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,9/29/14 8:46,9/29/14,8:46:00 AM,8:50:00 AM,9/29/14 9:26,45,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,8/8/14 12:39,8/8/14,12:39:00 PM,12:40:00 PM,8/8/14 13:27,54,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,8/7/14 17:13,8/7/14,5:13:00 AM,5:10:00 AM,8/7/14 17:58,51,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,8/7/14 15:54,8/7/14,3:54:00 AM,3:50:00 AM,8/7/14 16:12,20,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,9/27/14 8:20,9/27/14,8:20:00 AM,8:20:00 AM,9/27/14 9:14,61,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,7/4/14 23:01,7/4/14,11:01:00 AM,11:00:00 AM,7/4/14 23:36,40,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,8/6/14 2:58,8/6/14,2:58:00 AM,3:00:00 AM,8/6/14 3:21,26,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,7/5/14 19:10,7/5/14,7:10:00 AM,7:10:00 AM,7/5/14 21:13,139,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,9/6/14 15:25,9/6/14,3:25:00 AM,3:30:00 AM,9/6/14 17:04,112,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,8/26/14 5:55,8/26/14,5:55:00 AM,6:00:00 AM,8/26/14 7:32,110,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,9/19/14 15:54,9/19/14,3:54:00 AM,3:50:00 AM,9/19/14 16:30,41,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,9/7/14 23:29,9/7/14,11:29:00 AM,11:30:00 AM,9/8/14 0:14,51,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 south,Collision,9/16/14 21:43,9/16/14,9:43:00 AM,9:40:00 AM,9/16/14 22:51,77,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395 north,Collision,7/19/14 15:31,7/19/14,3:31:00 AM,3:30:00 AM,7/19/14 15:39,9,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 south,Collision,9/8/14 8:56,9/8/14,8:56:00 AM,9:00:00 AM,9/8/14 9:48,59,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395N north @ MM 9.700,Collision,7/14/14 9:19,7/14/14,9:19:00 AM,9:20:00 AM,7/14/14 10:29,79,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,9/9/14 6:30,9/9/14,6:30:00 AM,6:30:00 AM,9/9/14 7:20,57,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,7/15/14 6:28,7/15/14,6:28:00 AM,6:30:00 AM,7/15/14 7:11,49,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,9/3/14 14:35,9/3/14,2:35:00 AM,2:40:00 AM,9/3/14 15:03,32,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,9/3/14 13:50,9/3/14,1:50:00 AM,1:50:00 AM,9/3/14 14:24,39,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,9/12/14 15:33,9/12/14,3:33:00 AM,3:30:00 AM,9/12/14 15:55,25,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Collision,7/21/14 11:01,7/21/14,11:01:00 AM,11:00:00 AM,7/21/14 13:17,154,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395 north,Collision,9/6/14 0:33,9/6/14,12:33:00 PM,12:30:00 PM,,-65975269,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 south,Collision,9/8/14 5:57,9/8/14,5:57:00 AM,6:00:00 AM,9/8/14 6:46,56,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395 north,Collision,8/29/14 23:41,8/29/14,11:41:00 AM,11:40:00 AM,8/30/14 0:29,54,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 south,Collision,7/17/14 14:39,7/17/14,2:39:00 AM,2:40:00 AM,7/17/14 15:06,31,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395 north,Collision,7/17/14 14:40,7/17/14,2:40:00 AM,2:40:00 AM,7/17/14 15:05,28,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,7/17/14 16:28,7/17/14,4:28:00 AM,4:30:00 AM,7/17/14 17:21,60,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Collision,9/9/14 0:49,9/9/14,12:49:00 PM,12:50:00 PM,9/9/14 2:19,102,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395 north,Collision,7/18/14 5:54,7/18/14,5:54:00 AM,5:50:00 AM,7/18/14 6:42,54,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,7/30/14 9:55,7/30/14,9:55:00 AM,10:00:00 AM,7/30/14 10:00,6,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Disabled Vehicle,9/10/14 0:04,9/10/14,12:04:00 PM,12:00:00 PM,9/10/14 1:20,86,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,9/6/14 17:04,9/6/14,5:04:00 AM,5:00:00 AM,9/6/14 17:35,35,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 south,Disabled Vehicle,9/3/14 9:30,9/3/14,9:30:00 AM,9:30:00 AM,9/3/14 9:43,15,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395 north,Disabled Vehicle,8/30/14 22:39,8/30/14,10:39:00 AM,10:40:00 AM,8/30/14 23:04,28,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Disabled Vehicle,8/30/14 6:04,8/30/14,6:04:00 AM,6:00:00 AM,8/30/14 6:44,45,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,9/18/14 18:14,9/18/14,6:14:00 AM,6:10:00 AM,9/18/14 18:30,18,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Disabled Vehicle,9/18/14 22:57,9/18/14,10:57:00 AM,11:00:00 AM,9/18/14 23:17,23,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395 south,Disabled Vehicle,8/27/14 9:29,8/27/14,9:29:00 AM,9:30:00 AM,8/27/14 10:31,70,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395S south @ MM 9.700,Disabled Vehicle,8/25/14 8:06,8/25/14,8:06:00 AM,8:10:00 AM,8/25/14 8:52,52,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395S south @ MM 9.700,Disabled Vehicle,9/6/14 17:14,9/6/14,5:14:00 AM,5:10:00 AM,9/6/14 19:00,120,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395 north,Disabled Vehicle,9/22/14 9:31,9/22/14,9:31:00 AM,9:30:00 AM,9/22/14 9:40,10,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 south,Disabled Vehicle,9/5/14 19:47,9/5/14,7:47:00 AM,7:50:00 AM,9/5/14 19:58,12,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,8/20/14 21:35,8/20/14,9:35:00 AM,9:40:00 AM,8/20/14 21:46,12,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,8/8/14 12:06,8/8/14,12:06:00 PM,12:10:00 PM,8/8/14 12:21,17,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,8/8/14 10:49,8/8/14,10:49:00 AM,10:50:00 AM,8/8/14 11:09,23,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,7/4/14 11:15,7/4/14,11:15:00 AM,11:20:00 AM,7/4/14 11:40,28,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,8/5/14 9:32,8/5/14,9:32:00 AM,9:30:00 AM,8/5/14 9:49,19,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,7/4/14 21:33,7/4/14,9:33:00 AM,9:30:00 AM,7/4/14 22:25,59,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,7/5/14 11:13,7/5/14,11:13:00 AM,11:10:00 AM,7/5/14 11:40,31,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Disabled Vehicle,8/1/14 23:24,8/1/14,11:24:00 AM,11:20:00 AM,8/1/14 23:50,29,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395 north,Disabled Vehicle,8/1/14 20:53,8/1/14,8:53:00 AM,8:50:00 AM,8/1/14 21:14,24,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,7/28/14 15:04,7/28/14,3:04:00 AM,3:00:00 AM,7/28/14 16:11,76,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,7/26/14 7:14,7/26/14,7:14:00 AM,7:10:00 AM,7/26/14 7:42,32,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,7/11/14 18:04,7/11/14,6:04:00 AM,6:00:00 AM,7/11/14 18:37,37,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Incident,7/18/14 19:15,7/18/14,7:15:00 AM,7:20:00 AM,7/18/14 20:44,101,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Incident,7/17/14 14:16,7/17/14,2:16:00 AM,2:20:00 AM,7/17/14 14:31,17,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 south,Incident,8/20/14 5:20,8/20/14,5:20:00 AM,5:20:00 AM,8/20/14 5:31,12,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395 south,Incident,7/11/14 17:20,7/11/14,5:20:00 AM,5:20:00 AM,7/11/14 18:23,71,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395 north,Traffic Congestion,7/15/14 8:47,7/15/14,8:47:00 AM,8:50:00 AM,7/15/14 9:38,58,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/17/14 15:53,7/17/14,3:53:00 AM,3:50:00 AM,7/17/14 17:04,80,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/15/14 15:30,7/15/14,3:30:00 AM,3:30:00 AM,7/15/14 18:35,210,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/12/14 17:37,9/12/14,5:37:00 AM,5:40:00 AM,9/12/14 18:01,27,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/15/14 8:36,9/15/14,8:36:00 AM,8:40:00 AM,9/15/14 10:25,124,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,9/10/14 15:21,9/10/14,3:21:00 AM,3:20:00 AM,9/10/14 17:42,160,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/10/14 15:19,9/10/14,3:19:00 AM,3:20:00 AM,9/10/14 17:42,162,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/10/14 7:28,9/10/14,7:28:00 AM,7:30:00 AM,9/10/14 10:58,238,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/17/14 7:05,7/17/14,7:05:00 AM,7:10:00 AM,7/17/14 10:01,199,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/16/14 6:30,9/16/14,6:30:00 AM,6:30:00 AM,9/16/14 8:15,119,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,7/14/14 8:29,7/14/14,8:29:00 AM,8:30:00 AM,7/14/14 9:06,42,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/9/14 6:19,9/9/14,6:19:00 AM,6:20:00 AM,9/9/14 10:21,274,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/18/14 6:39,7/18/14,6:39:00 AM,6:40:00 AM,7/18/14 9:09,170,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/16/14 8:15,9/16/14,8:15:00 AM,8:20:00 AM,9/16/14 10:23,145,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,9/16/14 8:16,9/16/14,8:16:00 AM,8:20:00 AM,9/16/14 10:06,125,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/8/14 17:59,9/8/14,5:59:00 AM,6:00:00 AM,9/8/14 18:41,48,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/18/14 18:44,7/18/14,6:44:00 AM,6:40:00 AM,7/18/14 19:42,66,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/11/14 7:33,9/11/14,7:33:00 AM,7:30:00 AM,9/11/14 12:13,317,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/6/14 14:45,9/6/14,2:45:00 AM,2:50:00 AM,9/6/14 15:30,51,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/16/14 17:37,7/16/14,5:37:00 AM,5:40:00 AM,7/16/14 18:41,73,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/22/14 7:41,7/22/14,7:41:00 AM,7:40:00 AM,7/22/14 10:12,171,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/17/14 6:48,9/17/14,6:48:00 AM,6:50:00 AM,9/17/14 10:29,250,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/22/14 17:21,7/22/14,5:21:00 AM,5:20:00 AM,7/22/14 19:43,161,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/12/14 8:39,9/12/14,8:39:00 AM,8:40:00 AM,9/12/14 9:34,62,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/4/14 7:30,9/4/14,7:30:00 AM,7:30:00 AM,9/4/14 9:26,131,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 south,Traffic Congestion,7/16/14 16:27,7/16/14,4:27:00 AM,4:30:00 AM,7/16/14 16:57,34,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395 north,Traffic Congestion,7/16/14 7:38,7/16/14,7:38:00 AM,7:40:00 AM,7/16/14 9:46,145,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/23/14 8:21,7/23/14,8:21:00 AM,8:20:00 AM,7/23/14 10:21,136,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/17/14 16:30,9/17/14,4:30:00 AM,4:30:00 AM,9/17/14 18:26,131,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/3/14 6:54,9/3/14,6:54:00 AM,6:50:00 AM,9/3/14 9:55,205,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 south,Traffic Congestion,7/11/14 17:37,7/11/14,5:37:00 AM,5:40:00 AM,7/11/14 18:12,40,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395 north,Traffic Congestion,9/18/14 7:42,9/18/14,7:42:00 AM,7:40:00 AM,9/18/14 10:15,173,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/19/14 14:25,7/19/14,2:25:00 AM,2:30:00 AM,7/19/14 16:17,127,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/11/14 15:15,7/11/14,3:15:00 AM,3:20:00 AM,7/11/14 16:15,68,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/8/14 7:07,9/8/14,7:07:00 AM,7:10:00 AM,9/8/14 9:22,153,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/2/14 8:40,9/2/14,8:40:00 AM,8:40:00 AM,9/2/14 9:53,83,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/18/14 16:59,9/18/14,4:59:00 AM,5:00:00 AM,9/18/14 21:08,282,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/29/14 17:59,8/29/14,5:59:00 AM,6:00:00 AM,8/29/14 18:20,24,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/29/14 14:51,8/29/14,2:51:00 AM,2:50:00 AM,8/29/14 16:19,100,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/10/14 17:09,7/10/14,5:09:00 AM,5:10:00 AM,7/10/14 18:59,125,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/25/14 15:08,7/25/14,3:08:00 AM,3:10:00 AM,7/25/14 19:53,323,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/21/14 18:01,7/21/14,6:01:00 AM,6:00:00 AM,7/21/14 18:48,53,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/28/14 16:42,8/28/14,4:42:00 AM,4:40:00 AM,8/28/14 18:42,136,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/28/14 15:59,8/28/14,3:59:00 AM,4:00:00 AM,8/28/14 16:19,23,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,7/10/14 8:10,7/10/14,8:10:00 AM,8:10:00 AM,7/10/14 9:30,91,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/5/14 6:49,9/5/14,6:49:00 AM,6:50:00 AM,9/5/14 8:59,147,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/4/14 17:42,9/4/14,5:42:00 AM,5:40:00 AM,9/4/14 19:03,92,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/22/14 6:49,9/22/14,6:49:00 AM,6:50:00 AM,9/22/14 7:38,56,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/22/14 7:27,9/22/14,7:27:00 AM,7:30:00 AM,9/22/14 9:55,168,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/27/14 5:58,8/27/14,5:58:00 AM,6:00:00 AM,8/27/14 8:41,185,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/9/14 7:59,7/9/14,7:59:00 AM,8:00:00 AM,7/9/14 9:38,112,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/23/14 6:47,9/23/14,6:47:00 AM,6:50:00 AM,9/23/14 10:15,236,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/26/14 7:30,8/26/14,7:30:00 AM,7:30:00 AM,8/26/14 9:19,124,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,8/26/14 7:29,8/26/14,7:29:00 AM,7:30:00 AM,8/26/14 9:38,146,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/29/14 8:52,7/29/14,8:52:00 AM,8:50:00 AM,7/29/14 9:55,71,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/23/14 16:35,9/23/14,4:35:00 AM,4:40:00 AM,9/23/14 19:14,180,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/24/14 6:39,9/24/14,6:39:00 AM,6:40:00 AM,9/24/14 9:46,212,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/8/14 8:49,7/8/14,8:49:00 AM,8:50:00 AM,7/8/14 10:40,126,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/30/14 7:06,7/30/14,7:06:00 AM,7:10:00 AM,7/30/14 10:23,223,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/24/14 13:04,8/24/14,1:04:00 AM,1:00:00 AM,8/24/14 14:14,79,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/23/14 16:03,8/23/14,4:03:00 AM,4:00:00 AM,8/23/14 19:19,222,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/31/14 8:20,7/31/14,8:20:00 AM,8:20:00 AM,7/31/14 9:40,91,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/24/14 18:22,9/24/14,6:22:00 AM,6:20:00 AM,9/24/14 19:53,103,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/24/14 8:33,7/24/14,8:33:00 AM,8:30:00 AM,7/24/14 10:09,109,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/25/14 7:05,9/25/14,7:05:00 AM,7:10:00 AM,9/25/14 10:29,231,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/22/14 11:59,8/22/14,11:59:00 AM,12:00:00 PM,8/22/14 19:18,498,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,7/31/14 15:40,7/31/14,3:40:00 AM,3:40:00 AM,7/31/14 20:03,298,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/21/14 17:06,8/21/14,5:06:00 AM,5:10:00 AM,8/21/14 18:17,80,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/25/14 15:02,9/25/14,3:02:00 AM,3:00:00 AM,9/25/14 15:37,40,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/1/14 7:28,8/1/14,7:28:00 AM,7:30:00 AM,8/1/14 9:11,117,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/21/14 14:20,8/21/14,2:20:00 AM,2:20:00 AM,8/21/14 16:43,162,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/21/14 7:18,8/21/14,7:18:00 AM,7:20:00 AM,8/21/14 9:07,124,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/20/14 18:00,8/20/14,6:00:00 AM,6:00:00 AM,8/20/14 19:06,75,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/25/14 15:47,9/25/14,3:47:00 AM,3:50:00 AM,9/25/14 16:28,46,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/1/14 18:29,8/1/14,6:29:00 AM,6:30:00 AM,8/1/14 19:14,51,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,9/25/14 17:30,9/25/14,5:30:00 AM,5:30:00 AM,9/25/14 19:14,118,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/20/14 6:46,8/20/14,6:46:00 AM,6:50:00 AM,8/20/14 9:10,163,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,8/2/14 12:28,8/2/14,12:28:00 PM,12:30:00 PM,8/2/14 12:57,33,38.873123,-77.043175,No Match,IN
